RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01
416874,Elkhorn,Stockton,CA,Stockton,San Joaquin,5118,317900,317500,317300,317800,318800,320600,322500,324300,326300,328900,332100,334300,335400,336500,338800,341700,345300,348000,350000,352400,355300,357300,359100,360600,361400,364200,369100,372300,374800,378100,380400,382200,385200,387100,390900,396800,401100
698712,Allied Arts,Menlo Park,CA,San Francisco,San Mateo,5120,2096200,2159900,2205400,2253500,2322200,2381900,2404300,2409100,2402900,2393900,2381700,2380600,2389800,2405200,2423300,2437500,2436200,2419900,2412800,2412000,2415700,2418400,2427300,2451000,2486500,2479100,2434400,2425500,2469400,2514500,2523800,2500400,2459700,2473100,2563400,2670900,2717000
268256,Leona Heights,Oakland,CA,San Francisco,Alameda,5130,666400,666800,670000,673700,684000,698400,708100,709600,706700,704500,705600,710200,717000,723500,730500,736300,738400,738300,739000,744900,752900,758800,763200,768100,772600,780000,787500,792500,797700,803800,809400,817000,824900,833800,840400,852000,867900
268477,Slide Hill Park,Davis,CA,Sacramento,Yolo,5132,469000,472200,478200,485400,492400,497500,501700,505800,510000,513900,516800,516300,513500,513000,514900,516600,518400,522800,529400,536100,540300,542100,541700,543900,553100,557600,552600,547300,542600,535800,533500,535200,539200,545500,552300,561400,569600
275388,Skyline - Hillcrest Estates,Oakland,CA,San Francisco,Alameda,5140,827700,839100,848700,853000,856900,865700,878700,893000,906300,918700,930800,940400,952600,968400,974000,969100,968300,971200,972800,980800,993300,999400,992900,983700,987700,1004300,1018000,1025900,1032400,1036600,1040100,1045500,1052500,1070000,1111700,1151200,1162200
268099,Crestmont,Oakland,CA,San Francisco,Alameda,5181,783800,800600,822500,842600,856300,863100,867100,870500,870700,869100,870800,873400,877500,885600,891000,884100,875200,871800,873100,878500,884300,881300,869600,858700,857200,863200,871500,881500,886400,887200,891800,903600,921400,942300,971300,1008800,1034500
50415,Cedar Glen,Lake Arrowhead,CA,Riverside,San Bernardino,5226,279400,282300,286400,289100,289800,291200,294400,296700,296900,295000,292700,292200,293300,296600,301000,306500,315000,311600,298100,293200,301700,310300,318000,322800,325000,325300,324600,323500,324300,329300,336200,339000,337600,339700,346900,353000,355400
416889,Wilson Heights,Stockton,CA,Stockton,San Joaquin,5233,115900,117900,120600,123200,125900,129400,134200,140000,143500,145100,145600,144500,143100,143400,144800,145700,146600,147500,148600,149400,151100,153000,154300,155000,156200,159100,162600,165500,168200,170700,172200,173000,175200,179100,183900,186200,186500
268462,Sea Cliff,San Francisco,CA,San Francisco,San Francisco,5240,3736900,3827000,3931100,3985800,4019000,4074000,4134500,4183100,4214000,4219300,4223200,4246300,4263000,4250200,4218400,4175400,4149100,4131700,4104100,4070900,4052700,4079300,4152900,4216200,4178800,4086600,4047800,4064200,4080400,4064700,4055900,4049400,4031700,4067500,4204700,4256100,4188200
416994,Laurelwood,San Mateo,CA,San Francisco,San Mateo,5293,1398300,1414600,1438500,1462300,1498000,1539800,1569500,1589300,1603700,1613400,1628700,1647600,1667600,1681600,1688100,1685700,1678700,1665700,1649800,1632700,1618800,1610500,1602800,1610500,1639300,1669200,1690100,1716800,1749300,1777600,1802500,1831600,1865200,1889300,1899800,1921800,1953500
